2026/08/14 00:36:11 web-api listening on :8691
[GIN] 2026/08/14 - 00:36:11 | 200 |       85.25µs |       127.0.0.1 | GET      "/healthz"
[GIN] 2026/08/14 - 00:40:06 | 200 |   161.25325ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 00:40:10 | 200 |   94.182292ms |       127.0.0.1 | GET      "/api/delivery/programs"
[GIN] 2026/08/14 - 00:40:10 | 200 |  102.191125ms |       127.0.0.1 | GET      "/api/delivery/programs"
[GIN] 2026/08/14 - 00:40:11 | 200 |  136.786667ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 00:40:11 | 200 |  200.105917ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 00:40:11 | 200 |  160.776375ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 00:40:14 | 200 |      98.097ms |       127.0.0.1 | GET      "/api/delivery/programs"
[GIN] 2026/08/14 - 00:40:14 | 200 |  119.043542ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 00:40:14 | 200 |   165.34425ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 00:40:14 | 200 |  164.121292ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 00:40:15 | 200 |   92.230916ms |       127.0.0.1 | GET      "/api/delivery/programs"
[GIN] 2026/08/14 - 00:40:15 | 200 |   95.792209ms |       127.0.0.1 | GET      "/api/delivery/programs"
[GIN] 2026/08/14 - 00:40:16 | 200 |  113.074625ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 00:40:16 | 200 |  134.933708ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 00:40:16 | 200 |  179.034084ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 00:41:54 | 200 |   22.737209ms |       127.0.0.1 | GET      "/api/delivery/programs"
[GIN] 2026/08/14 - 00:41:54 | 200 |    51.23375ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 00:41:55 | 200 |   48.053291ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=1"
[GIN] 2026/08/14 - 00:42:26 | 200 |   23.175917ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 00:42:26 | 200 |   20.410209ms |       127.0.0.1 | GET      "/api/delivery/programs"
[GIN] 2026/08/14 - 00:42:26 | 200 |   19.302292ms |       127.0.0.1 | GET      "/api/delivery/programs"
[GIN] 2026/08/14 - 00:42:26 | 200 |   25.232792ms |       127.0.0.1 | GET      "/api/delivery/programs"
[GIN] 2026/08/14 - 00:42:26 | 200 |   19.148667ms |       127.0.0.1 | GET      "/api/delivery/programs"
[GIN] 2026/08/14 - 00:48:30 | 200 |   88.174875ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 00:48:30 | 200 |    98.35625ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=whatsapp"
[GIN] 2026/08/14 - 00:48:30 | 200 |   87.910917ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=xianglong"
[GIN] 2026/08/14 - 00:48:30 | 200 |   94.601042ms |       127.0.0.1 | GET      "/api/delivery/programs"
[GIN] 2026/08/14 - 00:48:30 | 200 |  125.676125ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 00:48:30 | 200 |  150.181875ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 00:48:30 | 200 |   91.898375ms |       127.0.0.1 | GET      "/api/delivery/programs"
[GIN] 2026/08/14 - 00:48:30 | 200 |  175.091625ms |       127.0.0.1 | GET      "/api/delivery/requirements?pageIndex=1&pageSize=200&programId=2&scope=mine"
[GIN] 2026/08/14 - 00:48:30 | 200 |  192.483625ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 00:48:30 | 200 |  108.214125ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 00:48:30 | 200 |  303.004542ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&phase=requirement"
[GIN] 2026/08/14 - 00:48:30 | 200 |  139.152875ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 00:48:30 | 200 |   172.57725ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 00:48:31 | 200 |  102.332417ms |       127.0.0.1 | GET      "/api/delivery/programs"
[GIN] 2026/08/14 - 00:48:31 | 200 |   91.758917ms |       127.0.0.1 | GET      "/api/delivery/programs"
[GIN] 2026/08/14 - 00:48:31 | 200 |  140.602458ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 00:48:31 | 200 |  131.865334ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 00:48:31 | 200 |  165.353041ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 00:49:24 | 200 |   88.739083ms |       127.0.0.1 | GET      "/api/delivery/programs"
[GIN] 2026/08/14 - 00:49:24 | 200 |  119.065792ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/14 - 00:49:24 | 200 |   97.538292ms |       127.0.0.1 | GET      "/api/delivery/programs"
[GIN] 2026/08/14 - 00:49:24 | 200 |  136.974583ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 00:49:24 | 200 |  136.777791ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 00:49:24 | 200 |  160.366625ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 00:51:22 | 200 |   86.889959ms |       127.0.0.1 | GET      "/api/delivery/programs"
[GIN] 2026/08/14 - 00:51:22 | 200 |   92.377459ms |       127.0.0.1 | GET      "/api/delivery/programs"
[GIN] 2026/08/14 - 00:51:22 | 200 |   87.248417ms |       127.0.0.1 | GET      "/api/delivery/programs"
[GIN] 2026/08/14 - 00:51:22 | 200 |    102.8545ms |       127.0.0.1 | GET      "/api/delivery/programs"
[GIN] 2026/08/14 - 00:51:22 | 200 |  112.242709ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 00:51:22 | 200 |  102.628625ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=xianglong"
[GIN] 2026/08/14 - 00:51:22 | 200 |  125.305542ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/14 - 00:51:22 | 200 |  159.153625ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 00:51:22 | 200 |  152.644792ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 00:51:22 | 200 |    170.5185ms |       127.0.0.1 | GET      "/api/delivery/requirements?pageIndex=1&pageSize=200&programId=2&scope=mine"
[GIN] 2026/08/14 - 00:51:22 | 200 |  202.041125ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 00:51:22 | 200 |  145.860292ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 00:51:22 | 200 |     234.808ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 00:51:22 | 200 |  162.228708ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 00:51:22 | 200 |  192.098459ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 00:51:22 | 200 |     359.729ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&phase=requirement"
[GIN] 2026/08/14 - 00:51:22 | 200 |   98.008459ms |       127.0.0.1 | GET      "/api/delivery/programs"
[GIN] 2026/08/14 - 00:51:22 | 200 |  248.164042ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 00:51:23 | 200 |  115.437541ms |       127.0.0.1 | GET      "/api/delivery/programs"
[GIN] 2026/08/14 - 00:51:23 | 200 |  134.719334ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 00:51:23 | 200 |  154.246792ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 00:51:23 | 200 |  163.149333ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 00:52:07 | 200 |   97.838917ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=xianglong"
[GIN] 2026/08/14 - 00:52:07 | 200 |     118.814ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 00:52:07 | 200 |  125.539583ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/14 - 00:52:07 | 200 |  148.104667ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 00:52:07 | 200 |  151.099167ms |       127.0.0.1 | GET      "/api/delivery/requirements?pageIndex=1&pageSize=200&programId=2&scope=mine"
[GIN] 2026/08/14 - 00:52:07 | 200 |  172.032542ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 00:52:07 | 200 |  280.295458ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&phase=requirement"
[GIN] 2026/08/14 - 00:52:38 | 200 |  107.117792ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=xianglong"
[GIN] 2026/08/14 - 00:52:38 | 200 |  124.979083ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/14 - 00:52:38 | 200 |  125.498459ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 00:52:38 | 200 |  149.414125ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 00:52:38 | 200 |   171.35725ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 00:52:38 | 200 |  223.636291ms |       127.0.0.1 | GET      "/api/delivery/requirements?pageIndex=1&pageSize=200&programId=2&scope=mine"
[GIN] 2026/08/14 - 00:52:38 | 200 |  280.691834ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&phase=requirement"
[GIN] 2026/08/14 - 00:54:07 | 200 |   85.756333ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 00:54:07 | 200 |    92.78525ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=whatsapp"
[GIN] 2026/08/14 - 00:54:07 | 200 |   92.048875ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=xianglong"
[GIN] 2026/08/14 - 00:54:08 | 200 |  139.386792ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 00:54:08 | 200 |  162.829959ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 00:54:08 | 200 |   178.24175ms |       127.0.0.1 | GET      "/api/delivery/requirements?pageIndex=1&pageSize=200&programId=2&scope=mine"
[GIN] 2026/08/14 - 00:54:08 | 200 |     186.675ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 00:54:08 | 200 |  323.217917ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&phase=requirement"
[GIN] 2026/08/14 - 00:54:23 | 200 |   90.881375ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 00:54:23 | 200 |   89.086875ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=whatsapp"
[GIN] 2026/08/14 - 00:54:23 | 200 |    89.76275ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=xianglong"
[GIN] 2026/08/14 - 00:54:23 | 200 |  120.591917ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 00:54:23 | 200 |  154.043541ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 00:54:23 | 200 |  182.697208ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 00:54:23 | 200 |  182.919458ms |       127.0.0.1 | GET      "/api/delivery/requirements?pageIndex=1&pageSize=200&programId=2&scope=mine"
[GIN] 2026/08/14 - 00:54:23 | 200 |  270.778041ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&phase=requirement"
[GIN] 2026/08/14 - 00:56:03 | 200 |   94.596167ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 00:56:03 | 200 |   97.927167ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 00:56:03 | 200 |  127.092959ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 00:56:03 | 200 |  137.671583ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 00:56:37 | 200 |  111.250917ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 00:56:37 | 200 |   96.749584ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 00:56:37 | 200 |  100.055625ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 00:56:38 | 200 |    119.4035ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 00:56:38 | 200 |  144.911125ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 01:04:29 | 200 |  102.053666ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 01:04:29 | 200 |  114.128958ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 01:04:29 | 200 |  139.496584ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 01:04:29 | 200 |  167.227292ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 01:04:29 | 200 |  101.404167ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 01:04:29 | 200 |  100.566584ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 01:04:30 | 200 |  100.547875ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 01:04:30 | 200 |  120.697375ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 01:04:30 | 200 |  148.673875ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
2026/08/14 01:05:30 web-api listening on :8691
[GIN] 2026/08/14 - 01:05:31 | 200 |      80.042µs |       127.0.0.1 | GET      "/healthz"
2026/08/14 01:07:28 web-api listening on :8691
[GIN] 2026/08/14 - 01:07:28 | 200 |      84.792µs |       127.0.0.1 | GET      "/healthz"
[GIN] 2026/08/14 - 01:07:36 | 200 |   97.929375ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 01:07:36 | 200 |     144.965ms |       127.0.0.1 | GET      "/api/bizline/lines/all"
[GIN] 2026/08/14 - 01:07:36 | 200 |  215.207208ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 01:07:36 | 200 |   82.678292ms |       127.0.0.1 | GET      "/api/bizline/lines/all"
[GIN] 2026/08/14 - 01:07:36 | 200 |   96.417542ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 01:07:46 | 200 |   99.801333ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=xianglong"
[GIN] 2026/08/14 - 01:07:47 | 200 |  197.419417ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 01:07:47 | 200 |  193.779833ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 01:07:47 | 200 |  229.604417ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 01:07:47 | 200 |  252.732084ms |       127.0.0.1 | GET      "/api/delivery/requirements?pageIndex=1&pageSize=200&programId=2&scope=mine"
[GIN] 2026/08/14 - 01:07:47 | 200 |  270.182791ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 01:07:47 | 200 |  113.932667ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 01:07:47 | 200 |  348.365292ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&phase=requirement"
[GIN] 2026/08/14 - 01:07:47 | 200 |  107.994333ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 01:07:47 | 200 |  123.641417ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 01:07:47 | 200 |  147.164458ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 01:07:47 | 200 |   110.06675ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 01:07:47 | 200 |  110.705958ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 01:07:47 | 200 |  108.291667ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 01:07:48 | 200 |  139.762875ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 01:07:48 | 200 |  225.412167ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 01:07:49 | 200 |  109.334792ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 01:07:49 | 200 |   119.10475ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/14 - 01:07:49 | 200 |  109.348375ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 01:07:49 | 200 |  109.025375ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 01:07:49 | 200 |  151.989584ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 01:07:49 | 200 |  164.083875ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 01:08:07 | 200 |  105.281958ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 01:08:08 | 200 |    118.2575ms |       127.0.0.1 | GET      "/api/auth/members"
[GIN] 2026/08/14 - 01:08:08 | 200 |  121.633334ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 01:08:08 | 200 |  129.412042ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 01:08:08 | 200 |  139.326625ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 01:08:08 | 200 |  153.293541ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"

2026/08/14 01:08:25 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/delivery/internal/repository/repository.go:377 [35;1mError 1054: Unknown column 'kind' in 'field list'
[0m[33m[36.470ms] [34;1m[rows:0][0m UPDATE `zt_delivery_requirement` SET `assistant_ids`='',`assistant_names`='',`detail`='',`kind`='',`mode`='professional',`module_key`='deployment',`name`='项目docker搭建',`owner_ids`=',1,',`owner_names`='Administrator',`stage_key`='project-setup',`start_phase`='requirement',`status`='open',`updated_by`='1',`updated_time`='2026-08-14 01:08:25.949',`version`=version + 1 WHERE biz_line = 'xianglong' AND program_id = 2 AND requirement_key = 'req-1786635036680' AND version = 2
[GIN] 2026/08/14 - 01:08:25 | 200 |  140.705458ms |       127.0.0.1 | POST     "/api/delivery/requirement/save"

2026/08/14 01:08:33 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/delivery/internal/repository/repository.go:377 [35;1mError 1054: Unknown column 'kind' in 'field list'
[0m[33m[41.067ms] [34;1m[rows:0][0m UPDATE `zt_delivery_requirement` SET `assistant_ids`='',`assistant_names`='',`detail`='',`kind`='',`mode`='professional',`module_key`='deployment',`name`='项目docker搭建',`owner_ids`=',1,',`owner_names`='Administrator',`stage_key`='project-setup',`start_phase`='requirement',`status`='open',`updated_by`='1',`updated_time`='2026-08-14 01:08:33.354',`version`=version + 1 WHERE biz_line = 'xianglong' AND program_id = 2 AND requirement_key = 'req-1786635036680' AND version = 2
[GIN] 2026/08/14 - 01:08:33 | 200 |  203.023417ms |       127.0.0.1 | POST     "/api/delivery/requirement/save"
[GIN] 2026/08/14 - 01:09:42 | 200 |     110.208µs |       127.0.0.1 | GET      "/api/delivery/requirements?programId=2&pageIndex=1&pageSize=200&scope=mine"
[GIN] 2026/08/14 - 01:13:03 | 200 |      57.709µs |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 01:13:04 | 200 |      30.291µs |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 01:14:20 | 200 |   76.935167ms |       127.0.0.1 | POST     "/api/auth/login"
[GIN] 2026/08/14 - 01:14:43 | 200 |   85.112708ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 01:14:43 | 200 |   88.565208ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=whatsapp"
